;tipo de incendio;año;mes;anho;Región de Arica;Región de Tarapacá;Región de Antofagasta;Región de Atacama;Región de Coquimbo;Región de Valparaíso;Región Metropolitana;Región del Libertador Bernardo O'higgins;Región del Maule;Región del Ñuble;Región del Bío Bío;Región de la Araucanía;Región de los Ríos;Región de los Lagos;Región de Aysén del General Carlos Ibáñez del Campo;Región de Magallanes y de la Antártica Chilena;Chile
2593;Emergencia Marítima Portuaria 10-18;2024;octubre;118;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;5
2594;Incendio 10-30;2024;octubre;118;3;6;3;0;2;3;34;0;2;0;0;0;1;16;0;0;70
2595;Emergencia Metro de Santiago 10-19;2024;octubre;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2596;Estructural 10-0;2024;Noviembre;119;3;16;35;12;54;127;351;79;65;30;140;114;42;142;18;14;1242
2597;Vehículos 10-1;2024;Noviembre;119;7;9;5;1;12;37;221;17;23;5;29;30;5;10;3;9;423
2598;Pastizales y/o Basura 10-2;2024;Noviembre;119;11;21;30;31;77;524;1002;482;233;118;187;144;9;50;5;6;2930
2599;Rescate de Emergencia 10-3;2024;Noviembre;119;6;27;21;5;33;163;1111;111;78;49;210;112;88;103;8;6;2131
2600;Rescate Vehicular 10-4;2024;Noviembre;119;16;47;60;29;58;282;636;172;134;69;227;119;81;141;23;12;2106
2601;Haz-Mat 10-5;2024;Noviembre;119;1;0;2;3;9;35;57;29;13;6;31;12;8;50;0;1;257
2602;Gas 10-6;2024;Noviembre;119;7;31;41;10;27;77;246;30;26;10;85;39;25;59;7;14;734
2603;Eléctrico 10-7;2024;Noviembre;119;1;2;16;1;11;35;154;36;10;9;20;6;6;22;0;1;330
2604;No Clasificado 10-8;2024;Noviembre;119;6;5;14;10;21;85;89;84;87;28;97;30;23;26;6;5;616
2605;Otros Servicios 10-9;2024;Noviembre;119;3;27;33;19;52;296;283;411;88;325;149;544;161;339;19;38;2787
2606;Escombros 10-10;2024;Noviembre;119;3;0;1;1;2;39;54;14;7;9;7;2;3;4;2;0;148
2607;Servicio Aéreo 10-11;2024;Noviembre;119;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;1;5
2608;Apoyo a otros Cuerpos 10-12;2024;Noviembre;119;0;1;2;5;4;124;430;92;19;7;26;8;20;22;1;0;761
2609;Atentados Terroristas 10-13;2024;Noviembre;119;0;0;0;0;0;0;2;2;2;0;0;1;0;1;0;0;8
2610;Accidentes Aéreos 10-14;2024;Noviembre;119;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2
2611;Simulacro 10-15;2024;Noviembre;119;5;0;18;2;7;20;50;25;31;26;28;30;20;29;4;9;304
2612;Túnel 10-16;2024;Noviembre;119;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2613;Falsa Alarma 6-16;2024;Noviembre;119;0;0;2;0;2;10;32;9;7;4;4;6;2;27;1;3;109
2614;Inundación 10-17;2024;Noviembre;119;0;0;1;0;0;0;1;0;0;0;1;0;0;3;0;0;6
2615;Emergencia Marítima Portuaria 10-18;2024;Noviembre;119;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;4
2616;Incendio 10-30;2024;Noviembre;119;4;0;3;0;1;6;78;5;2;0;1;3;2;19;0;0;124
2617;Emergencia Metro de Santiago 10-19;2024;Noviembre;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2618;Estructural 10-0;2024;diciembre;120;4;22;36;24;41;183;341;104;75;50;196;114;44;116;20;22;1392
2619;Vehículos 10-1;2024;diciembre;120;3;4;8;9;14;41;269;36;34;8;32;25;14;14;4;5;520
2620;Pastizales y/o Basura 10-2;2024;diciembre;120;16;11;48;28;100;569;1257;544;469;165;447;314;45;138;3;10;4164
2621;Rescate de Emergencia 10-3;2024;diciembre;120;7;31;28;6;30;190;1235;121;65;39;208;142;58;98;8;4;2270
2622;Rescate Vehicular 10-4;2024;diciembre;120;25;26;73;27;59;324;651;218;166;88;248;148;89;132;24;11;2309
2623;Haz-Mat 10-5;2024;diciembre;120;0;1;5;2;7;36;70;31;13;7;23;20;16;28;3;2;264
2624;Gas 10-6;2024;diciembre;120;4;18;23;3;29;85;205;36;28;18;83;34;15;43;2;9;635
2625;Eléctrico 10-7;2024;diciembre;120;1;4;10;8;9;37;173;22;12;14;22;21;6;7;2;0;348
2626;No Clasificado 10-8;2024;diciembre;120;5;4;13;4;12;103;125;68;118;37;85;28;11;18;4;9;644
2627;Otros Servicios 10-9;2024;diciembre;120;3;16;57;22;46;324;289;327;89;318;123;534;171;346;2;42;2709
2628;Escombros 10-10;2024;diciembre;120;0;1;2;1;0;58;78;25;20;4;6;11;2;0;0;1;209
2629;Servicio Aéreo 10-11;2024;diciembre;120;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;4
2630;Apoyo a otros Cuerpos 10-12;2024;diciembre;120;0;0;1;4;1;120;612;204;34;8;38;15;2;4;0;0;1043
2631;Atentados Terroristas 10-13;2024;diciembre;120;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2632;Accidentes Aéreos 10-14;2024;diciembre;120;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2633;Simulacro 10-15;2024;diciembre;120;3;0;4;0;6;21;33;15;9;13;12;20;15;29;3;5;188
2634;Túnel 10-16;2024;diciembre;120;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;4
2635;Falsa Alarma 6-16;2024;diciembre;120;0;2;4;1;0;16;42;10;8;8;11;13;10;20;2;2;149
2636;Inundación 10-17;2024;diciembre;120;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;4
2637;Emergencia Marítima Portuaria 10-18;2024;diciembre;120;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;4
2638;Incendio 10-30;2024;diciembre;120;3;1;4;0;0;9;118;4;8;0;0;1;2;13;0;0;163
2639;Emergencia Metro de Santiago 10-19;2024;diciembre;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2640;Estructural 10-0;2025;enero;121;3;36;30;26;35;154;395;120;91;69;147;93;54;101;11;18;1383
2641;Vehículos 10-1;2025;enero;121;2;8;6;12;18;41;227;26;21;16;38;29;9;29;6;6;494
2642;Pastizales y/o Basura 10-2;2025;enero;121;14;15;53;48;76;488;1033;583;647;229;631;486;110;205;8;4;4630
2643;Rescate de Emergencia 10-3;2025;enero;121;10;36;41;5;36;227;1162;111;62;65;253;100;56;123;4;3;2294
2644;Rescate Vehicular 10-4;2025;enero;121;12;17;59;37;83;409;554;235;198;90;278;182;89;147;30;17;2437
2645;Haz-Mat 10-5;2025;enero;121;0;1;5;1;3;45;57;22;14;8;29;21;5;31;1;2;245
2646;Gas 10-6;2025;enero;121;1;7;29;9;22;70;190;42;20;15;86;31;18;41;5;10;596
2647;Eléctrico 10-7;2025;enero;121;3;4;6;6;7;58;208;45;23;14;37;20;12;22;3;2;470
2648;No Clasificado 10-8;2025;enero;121;11;5;12;11;23;121;106;66;58;29;124;34;34;16;11;9;670
2649;Otros Servicios 10-9;2025;enero;121;1;16;74;53;98;345;243;375;92;288;193;746;199;567;27;33;3350
2650;Escombros 10-10;2025;enero;121;0;0;0;5;2;64;92;29;20;8;11;16;1;1;1;0;250
2651;Servicio Aéreo 10-11;2025;enero;121;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2652;Apoyo a otros Cuerpos 10-12;2025;enero;121;0;0;0;1;1;125;419;121;64;74;24;61;12;14;1;0;917
2653;Atentados Terroristas 10-13;2025;enero;121;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;4
2654;Accidentes Aéreos 10-14;2025;enero;121;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;0;6
2655;Simulacro 10-15;2025;enero;121;0;0;4;0;3;4;4;2;1;1;0;6;2;1;0;1;29
2656;Túnel 10-16;2025;enero;121;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
2657;Falsa Alarma 6-16;2025;enero;121;3;0;3;0;3;16;39;6;13;10;5;14;7;24;2;1;146
2658;Inundación 10-17;2025;enero;121;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2659;Emergencia Marítima Portuaria 10-18;2025;enero;121;0;0;6;0;0;0;3;0;0;0;2;0;0;0;0;0;11
2660;Incendio 10-30;2025;enero;121;0;0;3;0;0;7;67;5;14;0;1;3;0;18;0;0;118
2661;Emergencia Metro de Santiago 10-19;2025;enero;121;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
